Genus	Kraken	Kraken 2	CLARK	CLARK-S	Centrifuge	Kaiju	Diamond-MEGAN	BLAST-MEGAN	DeepMicrobes
Callistoctopus	0	0	0	0	8e-06	0	0	0	0
Bactrocera	0	0	0	0	0.003635	0	0	0	0
Nannaethiops	0	0	0	0	1.6e-05	0	0	0	0
Ethmia	0	0	0	0	8e-06	0	0	0	0
Phaeocystis	0	0	0	0	8.8e-05	0	0	0	0
Spondylosium	0	0	0	0	5.6e-05	0	0	0	0
Podarcis	0	0	0	0	7.2e-05	0	0	0	0
Lens	0	0	0	0	3.2e-05	0	0	0	0
Parastagonospora	0	0	0	0	0.000233	0	0	0	0
Ferroplasma	0	0	0	0	0.000201	1.4e-05	0	0	0
Atoxoplasma	0	0	0	0	8e-06	0	0	0	0
Nemalion	0	0	0	0	2.4e-05	0	0	0	0
Delphinus	0	0	0	0	8e-06	0	0	0	0
Atelerix	0	0	0	0	0.000144	0	0	0	0
Tytthoscincus	0	0	0	0	8e-06	0	0	0	0
Bc431virus	0	0	0	0	0.000177	0	0	0	0
Rhagada	0	0	0	0	1.6e-05	0	0	0	0
Aspergillus	0	0	0	0	0.005055	0.002176	0	0	0
Xestomyza	0	0	0	0	8e-06	0	0	0	0
Eubazus	0	0	0	0	8e-06	0	0	0	0
Sturnus	0	0	0	0	0.00187	0	0	0	0
Euura	0	0	0	0	7.2e-05	0	0	0	0
Hakonechloa	0	0	0	0	8e-06	0	0	0	0
Chyliza	0	0	0	0	8e-06	0	0	0	0
Phormidesmis	0	0	0	0	2.4e-05	0.000184	0	0	0
Rer2virus	0	0	0	0	8e-06	0	0	0	0
Sympetrum	0	0	0	0	8e-06	0	0	0	0
Opisthorchis	0	0	0	0	0.000425	0	0	0	0
Athene	0	0	0	0	8e-06	0	0	0	0
Pachycladon	0	0	0	0	1.6e-05	0	0	0	0
Rhizomucor	0	0	0	0	2.4e-05	0	0	0	0
Ilarvirus	0	0	0	0	8e-06	0	0	0	0
Stylosanthes	0	0	0	0	8e-06	0	0	0	0
Panthera	0	0	0	0	0.001252	0	0	0	0
Malaprespia	0	0	0	0	1.6e-05	0	0	0	0
Bathyxylophila	0	0	0	0	8e-06	0	0	0	0
Oncerotrachelus	0	0	0	0	8e-06	0	0	0	0
Erannis	0	0	0	0	8e-06	0	0	0	0
Paraleptuca	0	0	0	0	1.6e-05	0	0	0	0
Acremonium	0	0	0	0	3.2e-05	0.000113	0	0	0
Chaetosphaeridium	0	0	0	0	3.2e-05	0	0	0	0
Meyerozyma	0	0	0	0	0.000225	5.7e-05	0	0	0
Kostermanthus	0	0	0	0	8e-06	0	0	0	0
Alucita	0	0	0	0	1.6e-05	0	0	0	0
Nesophrosyne	0	0	0	0	3.2e-05	0	0	0	0
Cyanidium	0	0	0	0	4e-05	0	0	0	0
Iberus	0	0	0	0	1.6e-05	0	0	0	0
Myrmica	0	0	0	0	8e-05	0	0	0	0
Pastinachus	0	0	0	0	1.6e-05	0	0	0	0
Anolis	0	0	0	0	0.00248	0	0	0	0
Jatropha	0	0	0	0	0.003402	0	0	0	0
Chaetoderma	0	0	0	0	1.6e-05	0	0	0	0
Iteradensovirus	0	0	0	0	2.4e-05	0	0	0	0
Cryptomeria	0	0	0	0	4e-05	0	0	0	0
Tyto	0	0	0	0	0.000361	0	0	0	0
Procryptocerus	0	0	0	0	8e-06	0	0	0	0
Kappaphycus	0	0	0	0	1.6e-05	0	0	0	0
Tritonoturris	0	0	0	0	8e-06	0	0	0	0
Celina	0	0	0	0	8e-06	0	0	0	0
Scissula	0	0	0	0	8e-06	0	0	0	0
Asterionellopsis	0	0	0	0	4e-05	0	0	0	0
Opisthocomus	0	0	0	0	0.000626	0	0	0	0
Fragaria	0	0	0	0	0.00187	0	0	0	0
Amolops	0	0	0	0	0.000112	0	0	0	0
Dendrocolaptes	0	0	0	0	8e-06	0	0	0	0
Zorotypus	0	0	0	0	2.4e-05	0	0	0	0
Ochlerotatus	0	0	0	0	0.000112	0	0	0	0
Siniperca	0	0	0	0	4.8e-05	0	0	0	0
Grosmannia	0	0	0	0	0.000233	8.5e-05	0	0	0
Echinococcus	0	0	0	0	5.6e-05	0	0	0	0
Kalmanozyma	0	0	0	0	0.000185	0	0	0	0
Terebratalia	0	0	0	0	8e-06	0	0	0	0
Sporobolus	0	0	0	0	8e-06	0	0	0	0
Lophodermium	0	0	0	0	8.8e-05	0	0	0	0
Chrysopophthorus	0	0	0	0	8e-06	0	0	0	0
Exochomus	0	0	0	0	1.6e-05	0	0	0	0
Ogataea	0	0	0	0	0.000409	0.002091	0	0	0
Pandionacarus	0	0	0	0	8e-06	0	0	0	0
Metanarthecium	0	0	0	0	8e-06	0	0	0	0
Fundulopanchax	0	0	0	0	1.6e-05	0	0	0	0
Fritillaria	0	0	0	0	4.8e-05	0	0	0	0
Omonadus	0	0	0	0	8e-06	0	0	0	0
Nectria	0	0	0	0	2.4e-05	0	0	0	0
Brassaiopsis	0	0	0	0	8e-06	0	0	0	0
Elephantulus	0	0	0	0	0.00268	0	0	0	0
Percavirus	0	0	0	0	1.6e-05	0	0	0	0
Rimapenaeus	0	0	0	0	8e-06	0	0	0	0
Tetraponera	0	0	0	0	2.4e-05	0	0	0	0
Parapoxvirus	0	0	0	0	8e-06	0	0	0	0
Galdieria	0	0	0	0	0.000498	2.8e-05	0	0	0
Nuclearia	0	0	0	0	8e-06	0	0	0	0
Pteris	0	0	0	0	4.8e-05	0	0	0	0
Houttuynia	0	0	0	0	8e-06	0	0	0	0
Trypoxylon	0	0	0	0	1.6e-05	0	0	0	0
Pleuragramma	0	0	0	0	8e-06	0	0	0	0
Phascolosoma	0	0	0	0	1.6e-05	0	0	0	0
Idiocranium	0	0	0	0	8e-06	0	0	0	0
Dyotaupapillomavirus	0	0	0	0	8e-06	0	0	0	0
Cbastvirus	0	0	0	0	2.4e-05	0	0	0	0
Cramptonomyia	0	0	0	0	8e-06	0	0	0	0
Orchesella	0	0	0	0	1.6e-05	0	0	0	0
Cercocebus	0	0	0	0	0.001621	0	0	0	0
Alopecosa	0	0	0	0	8e-06	0	0	0	0
Ophiovirus	0	0	0	0	8e-06	0	0	0	0
Numenius	0	0	0	0	1.6e-05	0	0	0	0
Hemileia	0	0	0	0	8.8e-05	0	0	0	0
Ascaris	0	0	0	0	0.015896	0	0	0	0
Cyclina	0	0	0	0	8e-06	0	0	0	0
Plumbago	0	0	0	0	8e-06	0	0	0	0
Phloeonomus	0	0	0	0	1.6e-05	0	0	0	0
Strombomonas	0	0	0	0	3.2e-05	0	0	0	0
Nephroselmis	0	0	0	0	4.8e-05	0	0	0	0
Ferrocalamus	0	0	0	0	3.2e-05	0	0	0	0
Platichthys	0	0	0	0	4e-05	0	0	0	0
Corrigiola	0	0	0	0	8e-06	0	0	0	0
Dendroligotrichum	0	0	0	0	3.2e-05	0	0	0	0
Oxyuranus	0	0	0	0	1.6e-05	0	0	0	0
Myricaria	0	0	0	0	6.4e-05	0	0	0	0
Burramys	0	0	0	0	4.8e-05	0	0	0	0
Branta	0	0	0	0	1.6e-05	0	0	0	0
Prasinococcus	0	0	0	0	6.4e-05	0	0	0	0
Rhodiola	0	0	0	0	3.2e-05	0	0	0	0
Onchocerca	0	0	0	0	0.008795	0	0	0	0
Nebrioporus	0	0	0	0	1.6e-05	0	0	0	0
Cyclorhipidion	0	0	0	0	0.00012	0	0	0	0
Enicospilus	0	0	0	0	4.8e-05	0	0	0	0
Meliphaga	0	0	0	0	3.2e-05	0	0	0	0
Notiomystis	0	0	0	0	4.8e-05	0	0	0	0
Interfilum	0	0	0	0	8e-06	0	0	0	0
Trematochromis	0	0	0	0	8e-06	0	0	0	0
Epigrimyia	0	0	0	0	4e-05	0	0	0	0
Vaucheria	0	0	0	0	4.8e-05	0	0	0	0
Rhynochetos	0	0	0	0	8e-06	0	0	0	0
Sycophaga	0	0	0	0	8e-06	0	0	0	0
Miopithecus	0	0	0	0	6.4e-05	0	0	0	0
Codonopsis	0	0	0	0	1.6e-05	0	0	0	0
Crithmum	0	0	0	0	8e-06	0	0	0	0
Se1virus	0	0	0	0	3.2e-05	0	0	0	0
Plautia	0	0	0	0	8e-06	0	0	0	0
Jd18virus	0	0	0	0	6.4e-05	0	0	0	0
Procambarus	0	0	0	0	1.6e-05	0	0	0	0
Daucus	0	0	0	0	0.003041	0	0	0	0
Formica	0	0	0	0	2.4e-05	0	0	0	0
Lysimachia	0	0	0	0	1.6e-05	0	0	0	0
Thielaviopsis	0	0	0	0	8e-06	1.4e-05	0	0	0
Celtis	0	0	0	0	8e-06	0	0	0	0
Roystonea	0	0	0	0	0.000345	0	0	0	0
Melanogaster	0	0	0	0	8e-06	0	0	0	0
Mandarina	0	0	0	0	3.2e-05	0	0	0	0
Discorsopagurus	0	0	0	0	8e-06	0	0	0	0
Colletotrichum	0	0	0	0	0.001468	0.004535	0	0	0
Gloeothece	0	0	0	0	8e-06	0	0	0	0
Hydnora	0	0	0	0	3.2e-05	0	0	0	0
Taeniaptera	0	0	0	0	5.6e-05	0	0	0	0
Spizellomyces	0	0	0	0	0.000313	7.1e-05	0	0	0
Baudoinia	0	0	0	0	0.000177	2.8e-05	0	1.7e-05	0
Nyctotherus	0	0	0	0	7.2e-05	0	0	0	0
Channa	0	0	0	0	2.4e-05	0	0	0	0
Mirhipipteryx	0	0	0	0	8e-06	0	0	0	0
Titanophycus	0	0	0	0	7.2e-05	0	0	0	0
Rhinusa	0	0	0	0	3.2e-05	0	0	0	0
Lathyrus	0	0	0	0	4e-05	0	0	0	0
Euryopis	0	0	0	0	8e-06	0	0	0	0
Mortierella	0	0	0	0	8e-06	0.00017	0	0	0
Peltigera	0	0	0	0	1.6e-05	0	0	0	0
Plantago	0	0	0	0	4.8e-05	0	0	0	0
Heterostelium	0	0	0	0	8e-06	0	0	0	0
Foveavirus	0	0	0	0	9.6e-05	0	0	0	0
Aphrocallistes	0	0	0	0	8e-06	0	0	0	0
Pteridium	0	0	0	0	4.8e-05	0	0	0	0
Dinoponera	0	0	0	0	0.001886	0	0	0	0
Zingiber	0	0	0	0	1.6e-05	0	0	0	0
Antechinomys	0	0	0	0	8e-06	0	0	0	0
Erythranthe	0	0	0	0	0.003218	0	0	0	0
Castanea	0	0	0	0	8e-06	0	0	0	0
Secale	0	0	0	0	1.6e-05	0	0	0	0
Candidatus Tenderia	0	0	0	0	0.000353	0	0	0	0
Ledothamnus	0	0	0	0	1.6e-05	0	0	0	0
Marionia	0	0	0	0	1.6e-05	0	0	0	0
Vitis	0	0	0	0	0.032073	0	0	0	0
Soboliphyme	0	0	0	0	0.005794	0	0	0	0
Eutypa	0	0	0	0	0.000217	2.8e-05	0	0	0
Sparaxis	0	0	0	0	8e-06	0	0	0	0
Glossosoma	0	0	0	0	8e-06	0	0	0	0
Crematogaster	0	0	0	0	2.4e-05	0	0	0	0
Ostrinia	0	0	0	0	7.2e-05	0	0	0	0
Candidatus Aschnera	0	0	0	0	8e-06	0	0	0	0
Sericomyrmex	0	0	0	0	8e-06	0	0	0	0
Fellhanera	0	0	0	0	2.4e-05	0	0	0	0
Rhodomonas	0	0	0	0	8e-06	2.8e-05	0	0	0
Trybliographa	0	0	0	0	1.6e-05	0	0	0	0
Mesembryanthemum	0	0	0	0	8e-06	0	0	0	0
Poecilia	0	0	0	0	0.011122	0	0	0	0
Caltha	0	0	0	0	8e-06	0	0	0	0
Dimastigella	0	0	0	0	8e-06	0	0	0	0
Orthopneumovirus	0	0	0	0	1.6e-05	0	0	0	0
Brookesia	0	0	0	0	3.2e-05	0	0	0	0
Candidatus Tremblaya	0	0	0	0	6.4e-05	0	0	0	0
Eremitalpa	0	0	0	0	8e-06	0	0	0	0
Cochliomyia	0	0	0	0	3.2e-05	0	0	0	0
Allosyncarpia	0	0	0	0	8e-06	0	0	0	0
Massilioclostridium	0	0	0	0	8e-06	0.002105	0	0	0
Titanvirus	0	0	0	0	8e-06	0	0	0	0
Phalaris	0	0	0	0	8e-06	0	0	0	0
Faecalicatena	0	0	0	0	5.6e-05	0	0	0	0
Lepidothrix	0	0	0	0	0.002624	0	0	0	0
Barbouria	0	0	0	0	8e-06	0	0	0	0
Liquidambar	0	0	0	0	8e-06	0	0	0	0
Varanus	0	0	0	0	8e-06	0	0	0	0
Caulophyllum	0	0	0	0	1.6e-05	0	0	0	0
Thorsellia	0	0	0	0	1.6e-05	0	0	0	0
Heterodermia	0	0	0	0	8e-06	0	0	0	0
Sinella	0	0	0	0	1.6e-05	0	0	0	0
Poropteropsis	0	0	0	0	8e-06	0	0	0	0
Pleiochiton	0	0	0	0	6.4e-05	0	0	0	0
Architeuthis	0	0	0	0	8e-06	0	0	0	0
Ailuropoda	0	0	0	0	0.00195	0	0	0	0
Alsodes	0	0	0	0	2.4e-05	0	0	0	0
Blepharis	0	0	0	0	1.6e-05	0	0	0	0
Fungiacyathus	0	0	0	0	3.2e-05	0	0	0	0
Cystofilobasidium	0	0	0	0	1.6e-05	0	0	0	0
Rusticoclytus	0	0	0	0	8e-06	0	0	0	0
Gymnadenia	0	0	0	0	2.4e-05	0	0	0	0
Cerapachys	0	0	0	0	6.4e-05	0	0	0	0
Trichosporon	0	0	0	0	0.000152	4.2e-05	0	0	0
Eremnophila	0	0	0	0	1.6e-05	0	0	0	0
Raphanus	0	0	0	0	0.002696	0	0	0	0
Lipotes	0	0	0	0	0.000722	0	0	8e-06	0
Molgula	0	0	0	0	1.6e-05	0	0	0	0
Troides	0	0	0	0	1.6e-05	0	0	0	0
Protopolystoma	0	0	0	0	0.028671	0	0	8e-06	0
Sphenodon	0	0	0	0	1.6e-05	0	0	0	0
Helcococcus	0	0	0	0	0.001444	0.00048	8.4e-05	0.000396	0
Candidatus Actinomarina	0	0	0	0	0.000393	0	0	0	0
Apterostigma	0	0	0	0	8e-06	0	0	0	0
Echinacea	0	0	0	0	2.4e-05	0	0	0	0
Pogonatum	0	0	0	0	8e-06	0	0	0	0
Salvia	0	0	0	0	3.2e-05	0	0	0	0
Eimeria	0	0	0	0	0.001099	0.001568	0	0	0
Xylochloris	0	0	0	0	3.2e-05	0	0	0	0
Buxbaumia	0	0	0	0	1.6e-05	0	0	0	0
Marburgvirus	0	0	0	0	1.6e-05	0	0	0	0
Peptostreptococcus	0	0	0	0	0.000152	0.001837	0.000442	5e-05	0.004297
Pyrus	0	0	0	0	0.002006	0	0	8e-06	0
Heliosperma	0	0	0	0	5.6e-05	0	0	0	0
Heliothis	0	0	0	0	1.6e-05	0	0	0	0
Phikzvirus	0	0	0	0	0.000144	0	0	0	0
Catellicoccus	0	0	0	0	2.4e-05	0	0	0	0
Balaeniceps	0	0	0	0	1.6e-05	0	0	0	0
Suillia	0	0	0	0	3.2e-05	0	0	0	0
Apiotrichum	0	0	0	0	2.4e-05	0	0	0	0
Mucuna	0	0	0	0	8e-06	0	0	0	0
Anthocercis	0	0	0	0	8e-06	0	0	0	0
Asimina	0	0	0	0	8e-06	0	0	0	0
Yamadaella	0	0	0	0	8e-06	1.4e-05	0	0	0
Frasera	0	0	0	0	8e-06	0	0	0	0
Sylviorthorhynchus	0	0	0	0	1.6e-05	0	0	0	0
Diceroprocta	0	0	0	0	8e-06	0	0	0	0
Flustra	0	0	0	0	3.2e-05	0	0	0	0
Ignisphaera	0	0	0	0	0.000104	4.2e-05	0	0	0
Peristernia	0	0	0	0	8e-06	0	0	0	0
Pantherophis	0	0	0	0	0.000241	0	0	0	0
Dactylellina	0	0	0	0	0.000337	7.1e-05	0	0	0
Aplysia	0	0	0	0	0.002151	0	0	0	0
Amaurobius	0	0	0	0	4e-05	0	0	0	0
Leskeodon	0	0	0	0	4e-05	0	0	0	0
Clonostachys	0	0	0	0	8e-06	0	0	0	0
Ephemerovirus	0	0	0	0	3.2e-05	0	0	0	0
Phloeodes	0	0	0	0	8e-06	0	0	0	0
Aporus	0	0	0	0	3.2e-05	0	0	0	0
Symphurus	0	0	0	0	3.2e-05	0	0	0	0
Yilgarus	0	0	0	0	8e-06	0	0	0	0
Spirogyra	0	0	0	0	8e-06	0	0	0	0
Gardneria	0	0	0	0	8e-06	0	0	0	0
Lymphocystivirus	0	0	0	0	2.4e-05	0	0	0	0
Alphamesonivirus	0	0	0	0	4e-05	0	0	0	0
Hemipyrellia	0	0	0	0	8e-06	0	0	0	0
Fukomys	0	0	0	0	0.001549	0	0	0	0
Nadsonia	0	0	0	0	8e-06	0.000268	0	0	0
Calosoma	0	0	0	0	1.6e-05	0	0	0	0
Rattus	0	0	0	0	0.010632	0	0	0	0
Najas	0	0	0	0	4e-05	0	0	0	0
Erythrococca	0	0	0	0	1.6e-05	0	0	0	0
Lissoclinum	0	0	0	0	3.2e-05	0	0	0	0
Puccinia	0	0	0	0	0.000425	0.000339	0	0	0
Testudo	0	0	0	0	8e-06	0	0	0	0
Knemidokoptes	0	0	0	0	6.4e-05	0	0	0	0
Otus	0	0	0	0	8e-06	0	0	0	0
Ctenophora	0	0	0	0	8e-06	0	0	0	0
Cerotainia	0	0	0	0	8e-06	0	0	0	0
Crocidura	0	0	0	0	6.4e-05	0	0	0	0
Manacus	0	0	0	0	0.001388	0	0	0	0
Viverricula	0	0	0	0	8e-06	0	0	0	0
Chenopodium	0	0	0	0	3.2e-05	0	0	0	0
Psalteriomonas	0	0	0	0	8e-06	0	0	0	0
Theatops	0	0	0	0	8e-06	0	0	0	0
Horatosphaga	0	0	0	0	8e-06	0	0	0	0
Synaphea	0	0	0	0	8e-06	0	0	0	0
Hemiphyllodactylus	0	0	0	0	2.4e-05	0	0	0	0
Heterotermes	0	0	0	0	8e-06	0	0	0	0
Amalda	0	0	0	0	8e-06	0	0	0	0
Usofila	0	0	0	0	1.6e-05	0	0	0	0
Odontomachus	0	0	0	0	8e-06	0	0	0	0
Rhynchoglossum	0	0	0	0	1.6e-05	0	0	0	0
Acronicta	0	0	0	0	7.2e-05	0	0	0	0
Pan	0	0	0	0	0.031126	0	0	0	0
Renocera	0	0	0	0	1.6e-05	0	0	0	0
Cyanoptyche	0	0	0	0	8e-06	0	0	0	0
Cheilolejeunea	0	0	0	0	8e-06	0	0	0	0
Rhizoctonia	0	0	0	0	2.4e-05	0.000155	0	0	0
Hydrangea	0	0	0	0	4.8e-05	0	0	0	0
Annulohypoxylon	0	0	0	0	8e-06	0	0	0	0
Buckleyzyma	0	0	0	0	1.6e-05	0	0	0	0
Evergestis	0	0	0	0	1.6e-05	0	0	0	0
Planomicrobium	0	0	0	0	8e-06	4.2e-05	0.000143	0	0
Hoplostethus	0	0	0	0	2.4e-05	0	0	0	0
Lilaeopsis	0	0	0	0	3.2e-05	0	0	0	0
Atlantibacter	0	0	0	0	1.6e-05	2.8e-05	0	0	0
Galerucella	0	0	0	0	8e-06	0	0	0	0
Leopoldia	0	0	0	0	8e-06	0	0	0	0
Polygonatum	0	0	0	0	8e-06	0	0	0	0
Porina	0	0	0	0	8e-06	0	0	0	0
Oxytenis	0	0	0	0	4.8e-05	0	0	0	0
Haloxylon	0	0	0	0	3.2e-05	0	0	0	0
Selaginella	0	0	0	0	0.000859	0	0	0	0
Lethenteron	0	0	0	0	2.4e-05	0	0	0	0
Lomatium	0	0	0	0	8e-06	0	0	0	0
Aglymbus	0	0	0	0	3.2e-05	0	0	0	0
Cattleya	0	0	0	0	8e-06	0	0	0	0
Adineta	0	0	0	0	8.8e-05	0	0	0	0
Catostomus	0	0	0	0	5.6e-05	0	0	0	0
Orthobunyavirus	0	0	0	0	0.000104	0	0	0	0
Pholisma	0	0	0	0	3.2e-05	0	0	0	0
Fallicambarus	0	0	0	0	1.6e-05	0	0	0	0
Kolotl	0	0	0	0	8e-06	0	0	0	0
Calamus	0	0	0	0	1.6e-05	0	0	0	0
Diplaegidia	0	0	0	0	1.6e-05	0	0	0	0
Sympis	0	0	0	0	2.4e-05	0	0	0	0
Catharanthus	0	0	0	0	7.2e-05	0	0	0	0
Philaenus	0	0	0	0	8e-06	0	0	0	0
Hesperocyparis	0	0	0	0	1.6e-05	0	0	0	0
Parachlorella	0	0	0	0	8e-06	0	0	0	0
Antirrhinum	0	0	0	0	0.00012	0	0	0	0
Pis4avirus	0	0	0	0	0.000586	0	0	0	0
Dorea	0	0	0	0	0.000393	1.361455	0.758817	0.000438	1.519926
Nothodoritis	0	0	0	0	4e-05	0	0	0	0
Branchiostegus	0	0	0	0	1.6e-05	0	0	0	0
Trichadenotecnum	0	0	0	0	8e-06	0	0	0	0
Js98virus	0	0	0	0	1.6e-05	0	0	0	0
Trimeresurus	0	0	0	0	1.6e-05	0	0	0	0
Acer	0	0	0	0	8e-06	0	0	0	0
Bolitoglossa	0	0	0	0	4e-05	0	0	0	0
Vittaforma	0	0	0	0	0.000177	0	0	0	0
Nandina	0	0	0	0	8e-06	0	0	0	0
Isophanes	0	0	0	0	8e-06	0	0	0	0
Iranotrichia	0	0	0	0	8e-06	0	0	0	0
Ropalidia	0	0	0	0	8e-06	0	0	0	0
Amicrocentrum	0	0	0	0	8e-06	0	0	0	0
Canella	0	0	0	0	8e-06	0	0	0	0
Neocallimastix	0	0	0	0	8e-06	0.000537	0	0	0
Microsporum	0	0	0	0	0.000209	1.4e-05	0	0	0
Pelophylax	0	0	0	0	8e-06	0	0	0	0
Albugo	0	0	0	0	0.001364	0.00024	0	0	0
Phialocephala	0	0	0	0	0.000786	0.000155	0	0	0
Heterochaetula	0	0	0	0	8e-06	0	0	0	0
Manis	0	0	0	0	0.001974	0	0	0	0
Curtos	0	0	0	0	4e-05	0	0	0	0
Tamarix	0	0	0	0	1.6e-05	0	0	0	0
Scytodes	0	0	0	0	1.6e-05	0	0	0	0
Rhinesomus	0	0	0	0	2.4e-05	0	0	0	0
Phobetron	0	0	0	0	8e-06	0	0	0	0
Thorea	0	0	0	0	0.000104	0	0	0	0
Korthalsia	0	0	0	0	8e-06	0	0	0	0
Tsarbombavirus	0	0	0	0	8e-06	0	0	0	0
Eurosta	0	0	0	0	2.4e-05	0	0	0	0
Plecotus	0	0	0	0	8e-06	0	0	0	0
Thorius	0	0	0	0	8e-06	0	0	0	0
Samsonia	0	0	0	0	8e-06	0	0	0	0
Pohlia	0	0	0	0	1.6e-05	0	0	0	0
Coccus	0	0	0	0	2.4e-05	0	0	0	0
Capitella	0	0	0	0	8e-06	0	0	0	0
Polymyxa	0	0	0	0	8e-06	0	0	0	0
Hexanchus	0	0	0	0	8e-06	0	0	0	0
Atrichum	0	0	0	0	4e-05	0	0	0	0
Sclerophasma	0	0	0	0	8e-06	0	0	0	0
Polyphylla	0	0	0	0	8e-06	0	0	0	0
Pseudechis	0	0	0	0	1.6e-05	0	0	0	0
Spermophagus	0	0	0	0	3.2e-05	0	0	0	0
Metacrangonyx	0	0	0	0	4.8e-05	0	0	0	0
Everettia	0	0	0	0	2.4e-05	0	0	0	0
Munychryia	0	0	0	0	4e-05	0	0	0	0
Limnometra	0	0	0	0	8e-06	0	0	0	0
Schiedea	0	0	0	0	7.2e-05	0	0	0	0
Pseudomiopteryx	0	0	0	0	2.4e-05	0	0	0	0
Coreanomecon	0	0	0	0	8e-06	0	0	0	0
Callithrix	0	0	0	0	0.004518	0	0	0	0
Nostima	0	0	0	0	1.6e-05	0	0	0	0
Omalisus	0	0	0	0	8e-06	0	0	0	0
Chthonomonas	0	0	0	0	0.000152	2.8e-05	0	0	0
Falco	0	0	0	0	0.000971	0	0	0	0
Lyssavirus	0	0	0	0	8e-06	0	0	0	0
Acrocephalus	0	0	0	0	8e-06	0	0	0	0
Anastrepha	0	0	0	0	8e-06	0	0	0	0
Melinaea	0	0	0	0	3.2e-05	0	0	0	0
Falcipennis	0	0	0	0	0.000393	0	0	0	0
Symsagittifera	0	0	0	0	3.2e-05	0	0	0	0
Sepsis	0	0	0	0	1.6e-05	0	0	0	0
Heliobacillus	0	0	0	0	0.00012	0	0	0	0
Lecanicillium	0	0	0	0	8e-06	0	0	0	0
Franconibacter	0	0	0	0	1.6e-05	0.000198	0	0	0.000913
Bambusicola	0	0	0	0	8e-06	0	0	0	0
Leptopteris	0	0	0	0	3.2e-05	0	0	0	0
Metalepis	0	0	0	0	8e-06	0	0	0	0
Coturnix	0	0	0	0	0.001597	0	0	0	0
Halyomorpha	0	0	0	0	0.003226	0	0	0	0
Calidris	0	0	0	0	0.001918	0	0	0	0
Heppnerographa	0	0	0	0	8e-06	0	0	0	0
Polycentropus	0	0	0	0	3.2e-05	0	0	0	0
Ictalurus	0	0	0	0	0.002865	0	0	0	0
Pantodon	0	0	0	0	2.4e-05	0	0	0	0
Ichthyobodo	0	0	0	0	8e-06	0	0	0	0
Pseudopodoces	0	0	0	0	0.001244	0	0	0	0
Campylomormyrus	0	0	0	0	8e-06	0	0	0	0
Russula	0	0	0	0	4.8e-05	0	0	0	0
Megaloprepus	0	0	0	0	8e-06	0	0	0	0
Axonopus	0	0	0	0	2.4e-05	0	0	0	0
Plagiomnium	0	0	0	0	8e-06	0	0	0	0
Festuca	0	0	0	0	4e-05	0	0	0	0
Retrophyllum	0	0	0	0	8e-06	0	0	0	0
Sanionia	0	0	0	0	8e-06	0	0	0	0
Macrostomum	0	0	0	0	4.8e-05	0	0	0	0
Austropurcellia	0	0	0	0	8e-06	0	0	0	0
Ceratomyxa	0	0	0	0	8e-06	0	0	0	0
Diatraea	0	0	0	0	8e-06	0	0	0	0
Parapenaeus	0	0	0	0	8e-06	0	0	0	0
Apis	0	0	0	0	0.012526	0	0.000693	3.3e-05	0
Pecari	0	0	0	0	8e-06	0	0	0	0
Thiomargarita	0	0	0	0	1.6e-05	4.2e-05	3.6e-05	0	0
Paulschulzia	0	0	0	0	8e-06	0	0	0	0
Pectis	0	0	0	0	8e-06	0	0	0	0
Leiophron	0	0	0	0	8e-06	0	0	0	0
Stenamma	0	0	0	0	0.000265	0	0	0	0
Gallus	0	0	0	0	0.009693	0	0	0	0
Anthoxanthum	0	0	0	0	1.6e-05	0	0	0	0
Nodastrella	0	0	0	0	8e-06	0	0	0	0
Chroomonas	0	0	0	0	0.00012	0	0	0	0
Capparis	0	0	0	0	8e-06	0	0	0	0
Cliffortia	0	0	0	0	2.4e-05	0	0	0	0
Saccharum	0	0	0	0	0.00122	0	0	0	0
Misopates	0	0	0	0	8e-06	0	0	0	0
Staphylus	0	0	0	0	8e-06	0	0	0	0
Croton	0	0	0	0	1.6e-05	0	0	0	0
Hydrogenothermus	0	0	0	0	8e-06	0	0	0	0
Hydractinia	0	0	0	0	0.00069	0	0	0	0
Anchoa	0	0	0	0	8e-06	0	0	0	0
Anniella	0	0	0	0	5.6e-05	0	0	0	0
Ophion	0	0	0	0	1.6e-05	0	0	0	0
Tapinoma	0	0	0	0	0.000401	0	0	0	0
Pinalitus	0	0	0	0	8e-06	0	0	0	0
Scedosporium	0	0	0	0	0.00016	2.8e-05	0	0	0
Scleropages	0	0	0	0	0.002303	0	0	0	0
Xeris	0	0	0	0	1.6e-05	0	0	0	0
Helwingia	0	0	0	0	8e-06	0	0	0	0
Eulemur	0	0	0	0	0.00012	0	0	0	0
Eupera	0	0	0	0	1.6e-05	0	0	0	0
Coccinia	0	0	0	0	8e-06	0	0	0	0
Neofusicoccum	0	0	0	0	0.000265	0.000226	0	0	0
Habropoda	0	0	0	0	0.001276	0	0	0	0
Biseptimavirus	0	0	0	0	8.8e-05	0	0	0	0
Sugiyamaella	0	0	0	0	0.000762	2.8e-05	0	0	0
Dysgonomonas	0	0	0	0	0.000321	0.001822	0.003502	0	0.00354
Myrianida	0	0	0	0	2.4e-05	0	0	0	0
Indotristicha	0	0	0	0	8e-06	0	0	0	0
Fundulus	0	0	0	0	0.001228	0	0	0	0
Antrostomus	0	0	0	0	0.000201	0	0	0	0
Encephalitozoon	0	0	0	0	0.000489	1.4e-05	0	0	0
