"Supplementary Table S12. Read-level sensitivity of the best model (Embed + LSTM + Attention) on fixed-length reads simulated based on error profiles of different sequencing platforms using 3,269 MAGs excluded from training",,,,,
MAG_ID_ENA,75bp (GenomeAnalyzer II),100bp (HiSeq 2000),125bp (HiSeq 2500),150bp (HiSeq 2500),250bp (MiSeq v3)
MAG-GUT8267,0.049,0.506,0.906,0.954,0.948
MAG-GUT82703,0.036,0.397,0.770,0.834,0.829
MAG-GUT82738,0.034,0.400,0.776,0.838,0.831
MAG-GUT82744,0.035,0.396,0.763,0.824,0.817
MAG-GUT82789,0.072,0.514,0.829,0.887,0.867
MAG-GUT82810,0.018,0.184,0.418,0.514,0.612
MAG-GUT8281,0.023,0.264,0.609,0.716,0.790
MAG-GUT82831,0.014,0.177,0.388,0.497,0.592
MAG-GUT82836,0.008,0.114,0.322,0.427,0.489
MAG-GUT8287,0.033,0.356,0.718,0.819,0.852
MAG-GUT8292,0.038,0.366,0.700,0.785,0.773
MAG-GUT82944,0.017,0.173,0.396,0.489,0.587
MAG-GUT82976,0.016,0.193,0.431,0.524,0.627
MAG-GUT82998,0.009,0.148,0.404,0.527,0.632
MAG-GUT83028,0.056,0.301,0.534,0.621,0.598
MAG-GUT83117,0.014,0.160,0.360,0.451,0.531
MAG-GUT83184,0.018,0.164,0.334,0.393,0.400
MAG-GUT83190,0.018,0.174,0.399,0.497,0.597
MAG-GUT83203,0.009,0.128,0.324,0.428,0.499
MAG-GUT83205,0.017,0.185,0.410,0.509,0.613
MAG-GUT83214,0.008,0.120,0.331,0.437,0.493
MAG-GUT83242,0.015,0.178,0.395,0.492,0.583
MAG-GUT83363,0.019,0.192,0.435,0.538,0.650
MAG-GUT83377,0.017,0.185,0.428,0.526,0.631
MAG-GUT83390,0.015,0.205,0.496,0.614,0.688
MAG-GUT83414,0.018,0.189,0.431,0.538,0.630
MAG-GUT83493,0.016,0.185,0.413,0.509,0.608
MAG-GUT83497,0.014,0.284,0.676,0.771,0.738
MAG-GUT83501,0.027,0.155,0.302,0.350,0.356
MAG-GUT83503,0.052,0.425,0.705,0.744,0.669
MAG-GUT83507,0.029,0.154,0.296,0.353,0.370
MAG-GUT83542,0.022,0.253,0.528,0.621,0.674
MAG-GUT83561,0.020,0.229,0.489,0.608,0.670
MAG-GUT83564,0.019,0.236,0.498,0.605,0.676
MAG-GUT83592,0.013,0.239,0.533,0.629,0.704
MAG-GUT83636,0.039,0.273,0.522,0.601,0.601
MAG-GUT83640,0.043,0.277,0.515,0.594,0.584
MAG-GUT83643,0.016,0.198,0.445,0.550,0.619
MAG-GUT83657,0.017,0.267,0.636,0.759,0.799
MAG-GUT83666,0.039,0.273,0.512,0.597,0.587
MAG-GUT83683,0.040,0.268,0.506,0.591,0.583
MAG-GUT83759,0.017,0.189,0.406,0.515,0.615
MAG-GUT83780,0.057,0.321,0.567,0.654,0.643
MAG-GUT83835,0.010,0.174,0.439,0.567,0.609
MAG-GUT83851,0.017,0.322,0.723,0.811,0.835
MAG-GUT83863,0.042,0.341,0.620,0.704,0.732
MAG-GUT83864,0.018,0.237,0.530,0.623,0.596
MAG-GUT8388,0.018,0.227,0.513,0.600,0.573
MAG-GUT838,0.013,0.147,0.397,0.529,0.619
MAG-GUT83922,0.021,0.246,0.572,0.693,0.759
MAG-GUT83946,0.005,0.103,0.276,0.392,0.541
MAG-GUT8399,0.019,0.194,0.466,0.570,0.644
MAG-GUT84014,0.017,0.181,0.415,0.515,0.634
MAG-GUT84054,0.015,0.170,0.360,0.403,0.408
MAG-GUT84088,0.054,0.435,0.767,0.850,0.831
MAG-GUT840,0.048,0.556,0.937,0.973,0.962
MAG-GUT84116,0.021,0.265,0.577,0.688,0.706
MAG-GUT84132,0.023,0.272,0.597,0.705,0.731
MAG-GUT84166,0.010,0.150,0.402,0.535,0.644
MAG-GUT84184,0.010,0.155,0.422,0.535,0.579
MAG-GUT8428,0.009,0.092,0.249,0.345,0.475
MAG-GUT84304,0.012,0.150,0.405,0.535,0.638
MAG-GUT84361,0.041,0.257,0.481,0.546,0.541
MAG-GUT84374,0.040,0.265,0.497,0.570,0.574
MAG-GUT84395,0.017,0.196,0.437,0.531,0.630
MAG-GUT84479,0.050,0.431,0.768,0.841,0.824
MAG-GUT84500,0.024,0.281,0.600,0.698,0.693
MAG-GUT84532,0.020,0.207,0.472,0.562,0.629
MAG-GUT84535,0.017,0.170,0.394,0.487,0.583
MAG-GUT84548,0.016,0.222,0.529,0.618,0.598
MAG-GUT84562,0.017,0.237,0.548,0.654,0.637
MAG-GUT8457,0.053,0.296,0.519,0.616,0.583
MAG-GUT84598,0.032,0.401,0.778,0.835,0.845
MAG-GUT84613,0.034,0.393,0.755,0.831,0.828
MAG-GUT84648,0.016,0.177,0.406,0.503,0.609
MAG-GUT84692,0.013,0.268,0.651,0.739,0.707
MAG-GUT84696,0.108,0.698,0.959,0.967,0.968
MAG-GUT84701,0.016,0.207,0.501,0.619,0.673
MAG-GUT84710,0.017,0.181,0.416,0.519,0.629
MAG-GUT84771,0.018,0.203,0.443,0.545,0.620
MAG-GUT84793,0.016,0.222,0.486,0.559,0.616
MAG-GUT84803,0.014,0.150,0.342,0.438,0.544
MAG-GUT84856,0.010,0.135,0.339,0.475,0.614
MAG-GUT84859,0.015,0.242,0.543,0.647,0.721
MAG-GUT84909,0.015,0.181,0.422,0.516,0.559
MAG-GUT84961,0.013,0.281,0.664,0.750,0.720
MAG-GUT85016,0.017,0.154,0.315,0.369,0.367
MAG-GUT85046,0.018,0.157,0.325,0.382,0.383
MAG-GUT85059,0.016,0.153,0.323,0.373,0.386
MAG-GUT85068,0.017,0.159,0.331,0.391,0.395
MAG-GUT85070,0.050,0.383,0.656,0.703,0.633
MAG-GUT85090,0.016,0.328,0.742,0.838,0.854
MAG-GUT85104,0.030,0.406,0.784,0.846,0.835
MAG-GUT85118,0.014,0.182,0.412,0.506,0.608
MAG-GUT85125,0.055,0.302,0.554,0.639,0.614
MAG-GUT85133,0.018,0.172,0.366,0.440,0.517
MAG-GUT85136,0.007,0.161,0.486,0.633,0.722
MAG-GUT85141,0.037,0.285,0.552,0.627,0.631
MAG-GUT8521,0.010,0.096,0.257,0.368,0.519
MAG-GUT8523,0.017,0.181,0.401,0.505,0.581
MAG-GUT85260,0.017,0.178,0.410,0.520,0.604
MAG-GUT85264,0.015,0.163,0.338,0.392,0.391
MAG-GUT8529,0.064,0.380,0.632,0.718,0.686
MAG-GUT85312,0.008,0.122,0.313,0.389,0.327
MAG-GUT8531,0.051,0.297,0.507,0.599,0.571
MAG-GUT85378,0.018,0.220,0.509,0.638,0.740
MAG-GUT85381,0.017,0.209,0.459,0.552,0.655
MAG-GUT85458,0.019,0.201,0.448,0.550,0.651
MAG-GUT85462,0.063,0.487,0.801,0.853,0.829
MAG-GUT85491,0.019,0.213,0.481,0.615,0.706
MAG-GUT85493,0.018,0.186,0.410,0.530,0.630
MAG-GUT85568,0.018,0.226,0.548,0.664,0.734
MAG-GUT85578,0.017,0.191,0.431,0.536,0.645
MAG-GUT85582,0.017,0.215,0.506,0.622,0.724
MAG-GUT85601,0.044,0.374,0.703,0.765,0.752
MAG-GUT85677,0.018,0.211,0.489,0.611,0.667
MAG-GUT85702,0.061,0.467,0.774,0.833,0.822
MAG-GUT85763,0.017,0.161,0.368,0.479,0.602
MAG-GUT85785,0.018,0.194,0.439,0.533,0.635
MAG-GUT85792,0.018,0.185,0.427,0.529,0.626
MAG-GUT85822,0.018,0.197,0.425,0.524,0.644
MAG-GUT85843,0.016,0.171,0.392,0.485,0.570
MAG-GUT85846,0.015,0.274,0.674,0.758,0.726
MAG-GUT85866,0.014,0.174,0.380,0.473,0.565
MAG-GUT85881,0.024,0.266,0.610,0.719,0.786
MAG-GUT85904,0.004,0.102,0.296,0.406,0.521
MAG-GUT85906,0.031,0.359,0.708,0.786,0.792
MAG-GUT85919,0.004,0.096,0.309,0.411,0.537
MAG-GUT85926,0.033,0.292,0.611,0.715,0.733
MAG-GUT85992,0.042,0.304,0.545,0.637,0.625
MAG-GUT86091,0.016,0.273,0.629,0.733,0.776
MAG-GUT86112,0.012,0.152,0.395,0.527,0.640
MAG-GUT8612,0.003,0.043,0.101,0.118,0.059
MAG-GUT86199,0.016,0.178,0.381,0.494,0.603
MAG-GUT86276,0.101,0.619,0.918,0.940,0.906
MAG-GUT86281,0.016,0.170,0.390,0.498,0.586
MAG-GUT86329,0.040,0.287,0.511,0.588,0.586
MAG-GUT86338,0.014,0.179,0.410,0.508,0.598
MAG-GUT8633,0.015,0.151,0.359,0.459,0.567
MAG-GUT86341,0.040,0.283,0.516,0.591,0.593
MAG-GUT86352,0.068,0.479,0.805,0.850,0.836
MAG-GUT86360,0.017,0.185,0.406,0.502,0.603
MAG-GUT86368,0.015,0.155,0.323,0.375,0.378
MAG-GUT86370,0.015,0.217,0.524,0.627,0.600
MAG-GUT86385,0.017,0.186,0.416,0.518,0.621
MAG-GUT86388,0.015,0.181,0.406,0.512,0.607
MAG-GUT8640,0.018,0.145,0.297,0.342,0.372
MAG-GUT86439,0.030,0.253,0.531,0.648,0.693
MAG-GUT86504,0.025,0.315,0.642,0.734,0.769
MAG-GUT86514,0.016,0.347,0.805,0.900,0.923
MAG-GUT86544,0.022,0.218,0.495,0.584,0.646
MAG-GUT86559,0.019,0.180,0.419,0.517,0.614
MAG-GUT86569,0.005,0.116,0.355,0.468,0.490
MAG-GUT86570,0.067,0.456,0.774,0.827,0.814
MAG-GUT86606,0.046,0.381,0.698,0.784,0.778
MAG-GUT86612,0.018,0.187,0.415,0.523,0.607
MAG-GUT86613,0.016,0.245,0.592,0.699,0.730
MAG-GUT86727,0.089,0.629,0.953,0.977,0.957
MAG-GUT86747,0.043,0.383,0.702,0.759,0.745
MAG-GUT86758,0.043,0.381,0.698,0.765,0.754
MAG-GUT86853,0.105,0.545,0.813,0.858,0.838
MAG-GUT86868,0.017,0.329,0.741,0.858,0.894
MAG-GUT86870,0.030,0.353,0.695,0.762,0.766
MAG-GUT8687,0.038,0.332,0.676,0.769,0.824
MAG-GUT86935,0.106,0.543,0.813,0.855,0.842
MAG-GUT87091,0.020,0.308,0.723,0.843,0.887
MAG-GUT87133,0.044,0.309,0.612,0.715,0.756
MAG-GUT87142,0.050,0.299,0.544,0.617,0.612
MAG-GUT87208,0.108,0.553,0.821,0.865,0.844
MAG-GUT87253,0.053,0.291,0.527,0.597,0.586
MAG-GUT87297,0.104,0.547,0.827,0.867,0.864
MAG-GUT87358,0.107,0.531,0.809,0.848,0.838
MAG-GUT87407,0.021,0.225,0.446,0.492,0.380
MAG-GUT87479,0.029,0.348,0.681,0.761,0.767
MAG-GUT87486,0.018,0.320,0.740,0.860,0.903
MAG-GUT87573,0.018,0.313,0.727,0.843,0.894
MAG-GUT87575,0.027,0.338,0.681,0.743,0.761
MAG-GUT87621,0.022,0.222,0.448,0.496,0.384
MAG-GUT87674,0.021,0.222,0.446,0.487,0.393
MAG-GUT8776,0.029,0.206,0.428,0.534,0.596
MAG-GUT87793,0.104,0.533,0.807,0.847,0.826
MAG-GUT87821,0.005,0.119,0.329,0.437,0.631
MAG-GUT87828,0.019,0.306,0.724,0.838,0.887
MAG-GUT87833,0.030,0.342,0.669,0.743,0.757
MAG-GUT87851,0.039,0.306,0.584,0.686,0.719
MAG-GUT87861,0.051,0.291,0.530,0.607,0.587
MAG-GUT87873,0.006,0.120,0.322,0.432,0.629
MAG-GUT87904,0.020,0.135,0.273,0.319,0.334
MAG-GUT8790,0.017,0.200,0.460,0.584,0.650
MAG-GUT87941,0.021,0.219,0.443,0.482,0.382
MAG-GUT87994,0.019,0.127,0.262,0.327,0.339
MAG-GUT88016,0.041,0.382,0.692,0.757,0.751
MAG-GUT88052,0.050,0.381,0.722,0.805,0.807
MAG-GUT88081,0.028,0.345,0.677,0.752,0.755
MAG-GUT88085,0.018,0.329,0.757,0.871,0.920
MAG-GUT88142,0.039,0.301,0.582,0.681,0.733
MAG-GUT88218,0.019,0.320,0.754,0.865,0.911
MAG-GUT88255,0.027,0.330,0.670,0.746,0.753
MAG-GUT88257,0.019,0.335,0.758,0.868,0.912
MAG-GUT88263,0.105,0.540,0.807,0.848,0.833
MAG-GUT88291,0.103,0.543,0.822,0.866,0.847
MAG-GUT88359,0.050,0.295,0.529,0.607,0.594
MAG-GUT8839,0.051,0.299,0.525,0.609,0.591
MAG-GUT88444,0.062,0.421,0.718,0.784,0.702
MAG-GUT88477,0.040,0.313,0.598,0.698,0.732
MAG-GUT88487,0.058,0.301,0.540,0.613,0.607
MAG-GUT8851,0.020,0.227,0.550,0.663,0.716
MAG-GUT88563,0.109,0.536,0.805,0.846,0.833
MAG-GUT88626,0.106,0.549,0.832,0.871,0.855
MAG-GUT88654,0.030,0.276,0.552,0.631,0.605
MAG-GUT88679,0.019,0.326,0.756,0.874,0.910
MAG-GUT88680,0.028,0.345,0.684,0.767,0.776
MAG-GUT88709,0.030,0.281,0.551,0.629,0.606
MAG-GUT88714,0.025,0.216,0.436,0.481,0.379
MAG-GUT88733,0.022,0.219,0.454,0.492,0.388
MAG-GUT88737,0.023,0.223,0.440,0.500,0.381
MAG-GUT88746,0.045,0.329,0.621,0.730,0.773
MAG-GUT88811,0.014,0.152,0.365,0.456,0.500
MAG-GUT88824,0.050,0.294,0.534,0.606,0.586
MAG-GUT88854,0.106,0.546,0.819,0.855,0.841
MAG-GUT88862,0.016,0.312,0.733,0.851,0.893
MAG-GUT88876,0.021,0.219,0.435,0.481,0.376
MAG-GUT88891,0.108,0.545,0.807,0.861,0.847
MAG-GUT88995,0.027,0.341,0.677,0.750,0.773
MAG-GUT89009,0.108,0.539,0.810,0.850,0.835
MAG-GUT89050,0.119,0.562,0.820,0.841,0.798
MAG-GUT89068,0.023,0.209,0.421,0.474,0.367
MAG-GUT89102,0.023,0.245,0.520,0.599,0.626
MAG-GUT89162,0.054,0.334,0.600,0.659,0.680
MAG-GUT89164,0.115,0.572,0.836,0.857,0.812
MAG-GUT89179,0.021,0.223,0.450,0.493,0.375
MAG-GUT89180,0.031,0.417,0.802,0.864,0.858
MAG-GUT89204,0.024,0.222,0.448,0.477,0.370
MAG-GUT89205,0.004,0.108,0.291,0.405,0.605
MAG-GUT89206,0.035,0.416,0.807,0.871,0.865
MAG-GUT89239,0.028,0.349,0.681,0.767,0.774
MAG-GUT89244,0.114,0.559,0.819,0.844,0.788
MAG-GUT89246,0.050,0.338,0.589,0.671,0.679
MAG-GUT89255,0.020,0.211,0.435,0.532,0.550
MAG-GUT89273,0.049,0.406,0.698,0.738,0.652
MAG-GUT89279,0.034,0.410,0.786,0.843,0.840
MAG-GUT89282,0.025,0.248,0.527,0.613,0.630
MAG-GUT8928,0.055,0.305,0.559,0.648,0.625
MAG-GUT89290,0.035,0.416,0.806,0.866,0.860
MAG-GUT89291,0.005,0.110,0.295,0.405,0.605
MAG-GUT89292,0.021,0.220,0.449,0.499,0.379
MAG-GUT89309,0.021,0.210,0.448,0.537,0.549
MAG-GUT89315,0.035,0.421,0.801,0.866,0.860
MAG-GUT89317,0.025,0.211,0.452,0.488,0.378
MAG-GUT89318,0.007,0.109,0.306,0.409,0.591
MAG-GUT89323,0.053,0.447,0.771,0.844,0.852
MAG-GUT89332,0.050,0.395,0.688,0.730,0.646
MAG-GUT89335,0.018,0.205,0.443,0.520,0.551
MAG-GUT89344,0.034,0.405,0.783,0.842,0.841
MAG-GUT89353,0.033,0.422,0.803,0.867,0.861
MAG-GUT89355,0.022,0.221,0.440,0.485,0.377
MAG-GUT89356,0.007,0.109,0.297,0.402,0.602
MAG-GUT89363,0.020,0.210,0.431,0.469,0.364
MAG-GUT89364,0.039,0.223,0.383,0.409,0.354
MAG-GUT8940,0.018,0.148,0.277,0.334,0.364
MAG-GUT89413,0.020,0.201,0.413,0.448,0.343
MAG-GUT89416,0.033,0.412,0.783,0.851,0.839
MAG-GUT89571,0.033,0.402,0.773,0.841,0.830
MAG-GUT89577,0.022,0.253,0.534,0.619,0.641
MAG-GUT8958,0.015,0.158,0.368,0.459,0.583
MAG-GUT89608,0.052,0.304,0.564,0.649,0.676
MAG-GUT89668,0.050,0.409,0.687,0.741,0.650
MAG-GUT89684,0.048,0.408,0.687,0.742,0.655
MAG-GUT89695,0.050,0.401,0.697,0.743,0.656
MAG-GUT89697,0.051,0.401,0.697,0.736,0.654
MAG-GUT89717,0.005,0.109,0.293,0.401,0.607
MAG-GUT89719,0.032,0.415,0.805,0.867,0.861
MAG-GUT89720,0.022,0.223,0.447,0.494,0.376
MAG-GUT89735,0.022,0.201,0.444,0.539,0.552
MAG-GUT89747,0.022,0.248,0.521,0.616,0.632
MAG-GUT89772,0.116,0.571,0.827,0.860,0.809
MAG-GUT89784,0.055,0.346,0.608,0.673,0.689
MAG-GUT89815,0.050,0.333,0.597,0.668,0.681
MAG-GUT89816,0.113,0.560,0.817,0.846,0.798
MAG-GUT89833,0.025,0.244,0.522,0.604,0.631
MAG-GUT89836,0.022,0.209,0.457,0.544,0.567
MAG-GUT89851,0.112,0.563,0.820,0.845,0.800
MAG-GUT89852,0.058,0.339,0.589,0.666,0.685
MAG-GUT89858,0.053,0.408,0.697,0.745,0.647
MAG-GUT89860,0.053,0.413,0.694,0.741,0.646
MAG-GUT89868,0.040,0.404,0.781,0.847,0.835
MAG-GUT89896,0.034,0.397,0.774,0.844,0.837
MAG-GUT8993,0.040,0.360,0.693,0.781,0.777
MAG-GUT89941,0.047,0.393,0.675,0.721,0.635
MAG-GUT89959,0.108,0.611,0.896,0.925,0.918
MAG-GUT89992,0.022,0.205,0.415,0.467,0.359
MAG-GUT90020,0.048,0.313,0.572,0.671,0.701
MAG-GUT90054,0.052,0.308,0.577,0.656,0.690
MAG-GUT9005,0.033,0.329,0.654,0.756,0.789
MAG-GUT90064,0.019,0.223,0.445,0.487,0.370
MAG-GUT90076,0.038,0.231,0.374,0.410,0.360
MAG-GUT90077,0.022,0.212,0.453,0.485,0.376
MAG-GUT90087,0.033,0.398,0.768,0.827,0.818
MAG-GUT90090,0.024,0.242,0.519,0.611,0.640
MAG-GUT90107,0.023,0.214,0.439,0.488,0.380
MAG-GUT90108,0.004,0.109,0.297,0.402,0.605
MAG-GUT90109,0.034,0.411,0.799,0.860,0.866
MAG-GUT90127,0.020,0.214,0.443,0.476,0.378
MAG-GUT90143,0.113,0.565,0.821,0.852,0.801
MAG-GUT90165,0.033,0.422,0.802,0.870,0.864
MAG-GUT90167,0.020,0.218,0.446,0.489,0.378
MAG-GUT90168,0.006,0.108,0.303,0.404,0.596
MAG-GUT9016,0.046,0.329,0.576,0.626,0.556
MAG-GUT90189,0.024,0.212,0.436,0.484,0.383
MAG-GUT90190,0.005,0.110,0.299,0.399,0.603
MAG-GUT90191,0.038,0.414,0.804,0.866,0.863
MAG-GUT90251,0.020,0.217,0.446,0.489,0.380
MAG-GUT90266,0.021,0.221,0.446,0.485,0.372
MAG-GUT90290,0.034,0.421,0.802,0.867,0.867
MAG-GUT90291,0.025,0.219,0.444,0.488,0.382
MAG-GUT90292,0.005,0.110,0.295,0.402,0.613
MAG-GUT90323,0.036,0.407,0.786,0.842,0.833
MAG-GUT90362,0.050,0.318,0.572,0.653,0.679
MAG-GUT90367,0.038,0.220,0.360,0.399,0.340
MAG-GUT90368,0.021,0.217,0.444,0.484,0.375
MAG-GUT90390,0.023,0.222,0.439,0.488,0.373
MAG-GUT90408,0.114,0.560,0.822,0.847,0.800
MAG-GUT90429,0.022,0.221,0.441,0.491,0.383
MAG-GUT90441,0.053,0.341,0.597,0.672,0.690
MAG-GUT90442,0.114,0.571,0.818,0.846,0.796
MAG-GUT90444,0.052,0.409,0.689,0.737,0.644
MAG-GUT90475,0.053,0.408,0.695,0.736,0.642
MAG-GUT90479,0.036,0.408,0.785,0.848,0.840
MAG-GUT90502,0.036,0.398,0.779,0.847,0.831
MAG-GUT90505,0.023,0.222,0.449,0.493,0.382
MAG-GUT90506,0.034,0.416,0.800,0.871,0.855
MAG-GUT90508,0.048,0.402,0.699,0.735,0.653
MAG-GUT90581,0.052,0.408,0.695,0.748,0.649
MAG-GUT90583,0.109,0.603,0.880,0.911,0.904
MAG-GUT90598,0.019,0.212,0.435,0.481,0.374
MAG-GUT90600,0.040,0.228,0.390,0.425,0.362
MAG-GUT90614,0.053,0.338,0.592,0.679,0.689
MAG-GUT90615,0.114,0.565,0.822,0.846,0.799
MAG-GUT90630,0.019,0.218,0.448,0.484,0.379
MAG-GUT90634,0.041,0.229,0.385,0.415,0.365
MAG-GUT90636,0.020,0.214,0.440,0.489,0.374
MAG-GUT90671,0.047,0.314,0.585,0.666,0.689
MAG-GUT90675,0.048,0.313,0.564,0.669,0.691
MAG-GUT90682,0.052,0.339,0.580,0.666,0.681
MAG-GUT90683,0.114,0.567,0.825,0.851,0.811
MAG-GUT90686,0.038,0.411,0.785,0.849,0.841
MAG-GUT90694,0.021,0.245,0.519,0.597,0.636
MAG-GUT90699,0.034,0.399,0.760,0.831,0.811
MAG-GUT9069,0.014,0.176,0.383,0.485,0.574
MAG-GUT90730,0.050,0.312,0.575,0.666,0.698
MAG-GUT90775,0.051,0.315,0.574,0.664,0.686
MAG-GUT90777,0.023,0.217,0.439,0.489,0.374
MAG-GUT9085,0.023,0.250,0.566,0.683,0.747
MAG-GUT90901,0.023,0.219,0.440,0.488,0.379
MAG-GUT9090,0.017,0.212,0.517,0.634,0.705
MAG-GUT90913,0.050,0.408,0.684,0.723,0.640
MAG-GUT90941,0.051,0.323,0.579,0.670,0.695
MAG-GUT90946,0.022,0.223,0.444,0.491,0.384
MAG-GUT90947,0.004,0.112,0.296,0.406,0.611
MAG-GUT90963,0.046,0.300,0.554,0.645,0.666
MAG-GUT90975,0.025,0.226,0.447,0.488,0.383
MAG-GUT90976,0.033,0.412,0.809,0.865,0.860
MAG-GUT90977,0.006,0.108,0.303,0.395,0.601
MAG-GUT90995,0.054,0.342,0.600,0.675,0.692
MAG-GUT90996,0.114,0.572,0.834,0.862,0.815
MAG-GUT90,0.016,0.160,0.371,0.484,0.586
MAG-GUT91012,0.112,0.565,0.819,0.845,0.794
MAG-GUT91014,0.054,0.345,0.604,0.673,0.692
MAG-GUT91032,0.018,0.218,0.433,0.488,0.385
MAG-GUT91033,0.038,0.225,0.377,0.412,0.361
MAG-GUT91042,0.035,0.407,0.775,0.837,0.830
MAG-GUT91072,0.023,0.210,0.424,0.474,0.366
MAG-GUT91110,0.023,0.250,0.524,0.606,0.630
MAG-GUT91117,0.006,0.106,0.301,0.401,0.607
MAG-GUT91118,0.035,0.419,0.801,0.864,0.859
MAG-GUT91119,0.022,0.222,0.440,0.486,0.374
MAG-GUT91131,0.020,0.225,0.446,0.493,0.373
MAG-GUT91135,0.021,0.220,0.445,0.493,0.375
MAG-GUT91136,0.006,0.107,0.283,0.399,0.605
MAG-GUT91137,0.033,0.420,0.803,0.866,0.859
MAG-GUT9113,0.008,0.118,0.335,0.437,0.520
MAG-GUT91144,0.049,0.399,0.680,0.724,0.637
MAG-GUT91192,0.023,0.267,0.588,0.698,0.718
MAG-GUT91196,0.022,0.277,0.590,0.694,0.718
MAG-GUT91199,0.018,0.225,0.538,0.651,0.698
MAG-GUT91251,0.024,0.263,0.579,0.702,0.722
MAG-GUT91256,0.116,0.625,0.891,0.913,0.825
MAG-GUT91259,0.028,0.238,0.483,0.597,0.681
MAG-GUT91262,0.022,0.257,0.577,0.696,0.722
MAG-GUT91264,0.021,0.254,0.574,0.688,0.721
MAG-GUT91265,0.016,0.217,0.508,0.618,0.668
MAG-GUT91267,0.019,0.259,0.582,0.696,0.719
MAG-GUT91272,0.023,0.249,0.569,0.693,0.715
MAG-GUT91276,0.005,0.106,0.288,0.380,0.579
MAG-GUT91278,0.041,0.248,0.416,0.460,0.391
MAG-GUT91291,0.125,0.653,0.937,0.965,0.912
MAG-GUT91297,0.024,0.258,0.573,0.688,0.711
MAG-GUT91303,0.021,0.270,0.582,0.701,0.722
MAG-GUT91320,0.021,0.207,0.480,0.586,0.624
MAG-GUT91328,0.041,0.254,0.475,0.539,0.495
MAG-GUT91330,0.020,0.206,0.487,0.597,0.637
MAG-GUT91345,0.006,0.113,0.298,0.409,0.617
MAG-GUT91355,0.035,0.300,0.542,0.584,0.603
MAG-GUT91359,0.020,0.266,0.618,0.740,0.778
MAG-GUT91364,0.037,0.230,0.384,0.419,0.364
MAG-GUT91370,0.020,0.266,0.622,0.740,0.773
MAG-GUT91379,0.008,0.090,0.231,0.316,0.404
MAG-GUT91383,0.035,0.212,0.356,0.388,0.347
MAG-GUT91385,0.022,0.260,0.573,0.684,0.704
MAG-GUT91407,0.019,0.221,0.500,0.589,0.565
MAG-GUT91430,0.015,0.214,0.511,0.617,0.676
MAG-GUT91432,0.016,0.219,0.524,0.648,0.695
MAG-GUT91468,0.023,0.276,0.609,0.724,0.747
MAG-GUT91470,0.021,0.278,0.608,0.727,0.750
MAG-GUT91475,0.006,0.136,0.356,0.465,0.648
MAG-GUT91486,0.025,0.271,0.612,0.728,0.752
MAG-GUT91490,0.019,0.276,0.600,0.721,0.743
MAG-GUT91491,0.022,0.268,0.595,0.717,0.723
MAG-GUT91492,0.024,0.276,0.609,0.731,0.750
MAG-GUT91493,0.019,0.271,0.638,0.753,0.785
MAG-GUT91496,0.024,0.274,0.611,0.726,0.746
MAG-GUT91520,0.021,0.271,0.605,0.703,0.719
MAG-GUT91528,0.027,0.206,0.450,0.561,0.671
MAG-GUT91536,0.022,0.240,0.547,0.675,0.698
MAG-GUT91537,0.010,0.092,0.251,0.327,0.409
MAG-GUT91546,0.021,0.237,0.537,0.653,0.685
MAG-GUT91549,0.025,0.202,0.434,0.544,0.659
MAG-GUT91566,0.016,0.151,0.365,0.451,0.434
MAG-GUT91568,0.019,0.237,0.546,0.651,0.677
MAG-GUT91584,0.019,0.279,0.645,0.759,0.786
MAG-GUT9158,0.042,0.324,0.611,0.711,0.730
MAG-GUT915,0.049,0.400,0.675,0.721,0.637
MAG-GUT91600,0.006,0.112,0.315,0.427,0.637
MAG-GUT91603,0.005,0.115,0.323,0.432,0.638
MAG-GUT91622,0.019,0.217,0.508,0.631,0.680
MAG-GUT91631,0.056,0.301,0.502,0.546,0.491
MAG-GUT91633,0.082,0.618,0.955,0.980,0.977
MAG-GUT91672,0.070,0.465,0.738,0.781,0.732
MAG-GUT91675,0.077,0.496,0.794,0.836,0.792
MAG-GUT91702,0.014,0.155,0.356,0.437,0.420
MAG-GUT91705,0.014,0.219,0.546,0.662,0.709
MAG-GUT91712,0.023,0.260,0.582,0.684,0.716
MAG-GUT91717,0.023,0.257,0.575,0.688,0.702
MAG-GUT91733,0.017,0.267,0.603,0.712,0.748
MAG-GUT91735,0.018,0.265,0.604,0.712,0.750
MAG-GUT91736,0.022,0.257,0.579,0.685,0.706
MAG-GUT91762,0.025,0.261,0.577,0.689,0.698
MAG-GUT9176,0.051,0.290,0.517,0.598,0.581
MAG-GUT91779,0.023,0.260,0.576,0.685,0.704
MAG-GUT91793,0.119,0.604,0.867,0.885,0.842
MAG-GUT91815,0.023,0.252,0.574,0.696,0.713
MAG-GUT91816,0.008,0.091,0.241,0.325,0.410
MAG-GUT91818,0.021,0.263,0.583,0.701,0.727
MAG-GUT91821,0.022,0.264,0.590,0.700,0.736
MAG-GUT91823,0.021,0.255,0.571,0.686,0.724
MAG-GUT91830,0.021,0.271,0.633,0.747,0.786
MAG-GUT91833,0.021,0.253,0.567,0.692,0.704
MAG-GUT91835,0.041,0.381,0.759,0.850,0.886
MAG-GUT91860,0.022,0.271,0.596,0.727,0.744
MAG-GUT91865,0.029,0.255,0.522,0.628,0.727
MAG-GUT91866,0.044,0.232,0.402,0.436,0.381
